;Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine
18406;2007-11-03 20:25:32.228296;M;7;1.0;7;7.366856;0.863093;s;living_room;living_room;653;0;weekend_
18407;2007-11-03 20:25:33.091389;M;9;1.0;9;2.053882;0.541019;s;living_room;living_room;653;0;weekend_
18408;2007-11-03 20:25:33.632408;M;8;1.0;8;5.386858;1.9737760000000002;s;living_room;living_room;653;0;weekend_
18411;2007-11-03 20:25:35.606184;M;1;1.0;1;7.743893000000001;2.185435;s;living_room;living_room;653;0;weekend_
18412;2007-11-03 20:25:37.791619;M;17;1.0;17;4.1268400000000005;4.910618;s;kitchen;living_room;653;0;weekend_
18416;2007-11-03 20:25:42.702237;M;8;1.0;8;1.819492;0.52386;s;living_room;living_room;653;0;weekend_
18417;2007-11-03 20:25:43.226097;M;7;1.0;7;1.7115170000000002;1.041695;s;living_room;living_room;653;0;weekend_
18419;2007-11-03 20:25:44.267792;M;17;1.0;17;5.932356;0.738477;s;kitchen;living_room;653;0;weekend_
18422;2007-11-03 20:25:45.006269;M;8;1.0;8;2.942508;0.46920300000000004;s;living_room;living_room;653;0;weekend_
18423;2007-11-03 20:25:45.475472;M;11;1.0;11;1.5490240000000002;5.214533;s;living_room;living_room;653;0;weekend_
18427;2007-11-03 20:25:50.690005;M;8;1.0;8;3.1431270000000002;5.808383;s;living_room;living_room;653;0;weekend_
18429;2007-11-03 20:25:56.498388;M;17;1.0;17;8.528006000000001;3.87489;s;kitchen;living_room;653;0;weekend_
18430;2007-11-03 20:26:00.373278;M;8;1.0;8;4.54473;0.13198400000000002;s;living_room;living_room;653;0;weekend_
18431;2007-11-03 20:26:00.505262;M;11;1.0;11;5.740381;3.0531360000000003;s;living_room;living_room;653;0;weekend_
18432;2007-11-03 20:26:03.558398;M;16;1.0;16;3.3990430000000003;5.438478;s;kitchen;living_room;653;0;weekend_
18437;2007-11-03 20:26:08.996876;M;8;1.0;8;5.177233;0.717802;s;living_room;living_room;653;0;weekend_
18438;2007-11-03 20:26:09.714678;M;7;1.0;7;4.891475000000001;1.727524;s;living_room;living_room;653;0;weekend_
18439;2007-11-03 20:26:11.442202;M;9;1.0;9;1.779857;0.611867;s;living_room;living_room;653;0;weekend_
18440;2007-11-03 20:26:12.054069;M;11;1.0;11;1.16799;1.012966;s;living_room;living_room;653;0;weekend_
18441;2007-11-03 20:26:13.067035;M;15;1.0;15;4.4923530000000005;0.39203400000000005;s;living_room;living_room;653;0;weekend_
18444;2007-11-03 20:26:13.459069;M;14;1.0;14;2.638226;0.9090550000000001;s;living_room;living_room;653;0;weekend_
18446;2007-11-03 20:26:14.368124;M;11;1.0;11;1.585134;0.78507;s;living_room;living_room;653;0;weekend_
18448;2007-11-03 20:26:15.153194;M;9;1.0;9;3.445319;0.275009;s;living_room;living_room;653;0;weekend_
18449;2007-11-03 20:26:15.428203;M;8;1.0;8;5.822831000000001;0.165033;s;living_room;living_room;653;0;weekend_
18450;2007-11-03 20:26:15.593236;M;16;1.0;16;3.74126;2.102182;s;kitchen;living_room;653;0;weekend_
18454;2007-11-03 20:26:17.695418;M;1;1.0;1;2.3219730000000003;0.16004400000000002;s;living_room;living_room;653;0;weekend_
18455;2007-11-03 20:26:17.855462;M;7;1.0;7;3.15105;2.761775;s;living_room;living_room;653;0;weekend_
18459;2007-11-03 20:26:20.617237;M;16;1.0;16;1.061689;1.220658;s;kitchen;kitchen;654;0;weekend_
18463;2007-11-03 20:26:21.837895;M;16;1.0;16;2.072398;7.078658000000001;s;kitchen;kitchen;654;0;weekend_
18465;2007-11-03 20:26:28.916553;M;9;1.0;9;1.054755;2.1104890000000003;s;living_room;living_room;655;0;weekend_
18467;2007-11-03 20:26:31.027042;M;9;1.0;9;3.4390310000000004;0.781777;s;living_room;living_room;655;0;weekend_
18468;2007-11-03 20:26:31.808819;M;16;1.0;16;2.145392;5.647212000000001;s;kitchen;kitchen;656;0;weekend_
18471;2007-11-03 20:26:37.456031;M;16;1.0;16;3.8503330000000004;0.856074;s;kitchen;kitchen;656;0;weekend_
18472;2007-11-03 20:26:38.312105;M;15;1.0;15;6.765691;1.30311;s;living_room;living_room;657;0;weekend_
18473;2007-11-03 20:26:39.615215;M;9;1.0;9;1.043114;0.439016;s;living_room;living_room;657;0;weekend_
18474;2007-11-03 20:26:40.054231;M;1;1.0;1;11.706678;2.58903;s;living_room;living_room;657;0;weekend_
18477;2007-11-03 20:26:42.643261;M;16;1.0;16;1.420814;0.401357;s;kitchen;kitchen;658;0;weekend_
18478;2007-11-03 20:26:43.044618;M;17;1.0;17;2.2051250000000002;2.718973;s;kitchen;kitchen;658;0;weekend_
18482;2007-11-03 20:26:45.763591;M;16;1.0;16;4.258946;0.195947;s;kitchen;kitchen;658;0;weekend_
18483;2007-11-03 20:26:45.959538;M;7;1.0;7;1.9174700000000002;0.543844;s;living_room;living_room;659;0;weekend_
18484;2007-11-03 20:26:46.503382;M;8;1.0;8;3.9768770000000004;0.621827;s;living_room;living_room;659;0;weekend_
18485;2007-11-03 20:26:47.125209;M;15;1.0;15;1.9202460000000001;0.6278140000000001;s;living_room;living_room;659;0;weekend_
18486;2007-11-03 20:26:47.753023;M;14;1.0;14;3.5350110000000003;2.349348;s;living_room;living_room;659;0;weekend_
18490;2007-11-03 20:26:50.102371;M;11;1.0;11;3.6929730000000003;1.3356180000000002;s;living_room;living_room;659;0;weekend_
18493;2007-11-03 20:26:51.437989;M;9;1.0;9;2.609265;0.197945;s;living_room;living_room;659;0;weekend_
18494;2007-11-03 20:26:51.635934;M;14;1.0;14;2.8012200000000003;2.924198;s;living_room;living_room;659;0;weekend_
18499;2007-11-03 20:26:54.560132;M;14;1.0;14;12.191569000000001;0.73479;s;living_room;living_room;659;0;weekend_
18500;2007-11-03 20:26:55.294922;M;8;1.0;8;5.866354;0.599831;s;living_room;living_room;659;0;weekend_
18501;2007-11-03 20:26:55.894753;M;9;1.0;9;1.968461;1.8454830000000002;s;living_room;living_room;659;0;weekend_
18502;2007-11-03 20:26:57.740236;M;7;1.0;7;4.232812;1.8394720000000002;s;living_room;living_room;659;0;weekend_
18504;2007-11-03 20:26:59.579708;M;2;1.0;2;3.2820910000000003;0.14697400000000002;s;living_room;living_room;659;0;weekend_
18505;2007-11-03 20:26:59.726682;M;3;1.0;3;5.33952;3.9878820000000004;s;living_room;living_room;659;0;weekend_
18509;2007-11-03 20:27:03.714564;M;4;1.0;4;3.171104;3.7049510000000003;s;living_room;living_room;659;0;weekend_
18513;2007-11-03 20:27:07.419515;M;14;1.0;14;5.594461;3.607018;s;living_room;living_room;659;0;weekend_
18514;2007-11-03 20:27:11.026533;M;15;1.0;15;3.095142;0.037003;s;living_room;living_room;659;0;weekend_
18515;2007-11-03 20:27:11.063536;M;16;1.0;16;4.570705;5.553416;s;kitchen;kitchen;660;0;weekend_
18519;2007-11-03 20:27:16.616952;M;16;1.0;16;5.701239;7.132359;s;kitchen;kitchen;660;0;weekend_
18521;2007-11-03 20:27:23.749311;M;16;1.0;16;2.131192;2.6112480000000002;s;kitchen;kitchen;660;0;weekend_
18523;2007-11-03 20:27:26.360559;M;17;1.0;17;11.033009;5.647816000000001;s;kitchen;kitchen;660;0;weekend_
18524;2007-11-03 20:27:32.008375;M;18;1.0;18;3.5284340000000003;8.028494;s;kitchen;kitchen;660;0;weekend_
18527;2007-11-03 20:27:40.036869;M;17;1.0;17;4.7642370000000005;4.623216;s;kitchen;kitchen;660;0;weekend_
18528;2007-11-03 20:27:44.660085;M;11;1.0;11;1.87216;2.7062340000000003;s;living_room;living_room;661;0;weekend_
18531;2007-11-03 20:27:47.366319;M;11;1.0;11;3.298092;1.310113;s;living_room;living_room;661;0;weekend_
18532;2007-11-03 20:27:48.676432;M;4;1.0;4;1.715996;1.3920370000000002;s;living_room;living_room;661;0;weekend_
18533;2007-11-03 20:27:50.068469;M;3;1.0;3;6.3145370000000005;2.2996540000000003;s;living_room;living_room;661;0;weekend_
18536;2007-11-03 20:27:52.368123;M;2;1.0;2;3.7186630000000003;2.5932820000000003;s;living_room;living_room;661;0;weekend_
18537;2007-11-03 20:27:54.961405;M;7;1.0;7;3.2091390000000004;0.437869;s;living_room;living_room;661;0;weekend_
18538;2007-11-03 20:27:55.399274;M;1;1.0;1;1.724534;0.12097000000000001;s;living_room;living_room;661;0;weekend_
18539;2007-11-03 20:27:55.520244;M;8;1.0;8;4.115937000000001;1.037703;s;living_room;living_room;661;0;weekend_
18542;2007-11-03 20:27:56.557947;M;9;1.0;9;3.2801850000000004;1.490601;s;living_room;living_room;661;0;weekend_
18544;2007-11-03 20:27:58.048548;M;15;1.0;15;4.348863000000001;0.8857600000000001;s;living_room;living_room;661;0;weekend_
18546;2007-11-03 20:27:58.934308;M;16;1.0;16;5.270603;3.5880840000000003;s;kitchen;kitchen;662;0;weekend_
18550;2007-11-03 20:28:02.522392;M;17;1.0;17;11.673685;0.122961;s;kitchen;kitchen;662;0;weekend_
18551;2007-11-03 20:28:02.645353;M;11;1.0;11;3.181089;8.485595;s;living_room;kitchen;662;0;weekend_
18554;2007-11-03 20:28:11.130948;M;16;1.0;16;2.347328;0.46786900000000003;s;kitchen;living_room;663;0;weekend_
18555;2007-11-03 20:28:11.598817;M;15;1.0;15;4.3027880000000005;2.117401;s;living_room;living_room;663;0;weekend_
18557;2007-11-03 20:28:13.716218;M;8;1.0;8;4.126838;0.617826;s;living_room;living_room;663;0;weekend_
18559;2007-11-03 20:28:14.334044;M;9;1.0;9;2.500299;4.45477;s;living_room;living_room;663;0;weekend_
18563;2007-11-03 20:28:18.788814;M;8;1.0;8;6.519232000000001;0.21406;s;living_room;living_room;663;0;weekend_
18564;2007-11-03 20:28:19.002874;M;11;1.0;11;1.9573340000000001;2.353211;s;living_room;living_room;663;0;weekend_
18566;2007-11-03 20:28:21.356085;M;7;1.0;7;6.522206000000001;1.543589;s;living_room;living_room;663;0;weekend_
18567;2007-11-03 20:28:22.899674;M;11;1.0;11;2.408372;0.23992400000000003;s;living_room;living_room;663;0;weekend_
18568;2007-11-03 20:28:23.139598;M;2;1.0;2;6.594647;1.699524;s;living_room;living_room;663;0;weekend_
18569;2007-11-03 20:28:24.839122;M;3;1.0;3;15.602217000000001;0.313912;s;living_room;living_room;663;0;weekend_
18570;2007-11-03 20:28:25.153034;M;17;1.0;17;11.970235;5.516304000000001;s;kitchen;living_room;663;0;weekend_
18575;2007-11-03 20:28:30.669338;M;2;1.0;2;4.325385000000001;1.359113;s;living_room;living_room;663;0;weekend_
18576;2007-11-03 20:28:32.028451;M;7;1.0;7;3.868158;2.04062;s;living_room;living_room;663;0;weekend_
18577;2007-11-03 20:28:34.069071;M;16;1.0;16;1.6915600000000002;1.189626;s;kitchen;living_room;663;0;weekend_
18579;2007-11-03 20:28:35.258697;M;11;1.0;11;2.0245420000000003;0.9388070000000001;s;living_room;living_room;663;0;weekend_
18582;2007-11-03 20:28:36.197504;M;2;1.0;2;9.987958;5.552543;s;living_room;living_room;663;0;weekend_
18586;2007-11-03 20:28:41.750047;M;7;1.0;7;5.2092220000000005;0.19095900000000002;s;living_room;living_room;663;0;weekend_
18587;2007-11-03 20:28:41.941006;M;17;1.0;17;1.733872;0.7979430000000001;s;kitchen;living_room;663;0;weekend_
18588;2007-11-03 20:28:42.738949;M;8;1.0;8;4.52826;0.118008;s;living_room;living_room;663;0;weekend_
18589;2007-11-03 20:28:42.856957;M;11;1.0;11;2.0757980000000003;1.3408790000000002;s;living_room;living_room;663;0;weekend_
18591;2007-11-03 20:28:44.197836;M;9;1.0;9;2.931372;1.3477780000000001;s;living_room;living_room;663;0;weekend_
18593;2007-11-03 20:28:45.545614;M;15;1.0;15;4.1768790000000005;0.163951;s;living_room;living_room;663;0;weekend_
18594;2007-11-03 20:28:45.709565;M;16;1.0;16;2.9692190000000003;1.557644;s;kitchen;living_room;663;0;weekend_
18599;2007-11-03 20:28:47.267209;M;11;1.0;11;4.045850000000001;3.319043;s;living_room;kitchen;664;0;weekend_
18602;2007-11-03 20:28:50.586252;M;17;1.0;17;0.482957;3.938067;s;kitchen;kitchen;664;0;weekend_
18605;2007-11-03 20:28:54.524319;M;17;1.0;17;6.4256590000000005;3.9461570000000004;s;kitchen;kitchen;664;0;weekend_
18606;2007-11-03 20:28:58.470476;M;9;1.0;9;6.644328000000001;1.5787460000000002;s;living_room;living_room;665;0;weekend_
18607;2007-11-03 20:29:00.049222;M;7;1.0;7;2.8402000000000003;0.48887;s;living_room;living_room;665;0;weekend_
18608;2007-11-03 20:29:00.538092;M;8;1.0;8;4.402751;5.040579;s;living_room;living_room;665;0;weekend_
18613;2007-11-03 20:29:05.578671;M;15;1.0;15;6.572164000000001;0.9677340000000001;s;living_room;living_room;665;0;weekend_
18614;2007-11-03 20:29:06.546405;M;16;1.0;16;6.312231000000001;2.3933240000000002;s;kitchen;kitchen;666;0;weekend_
18615;2007-11-03 20:29:08.939729;M;17;1.0;17;7.191089000000001;4.758665000000001;s;kitchen;kitchen;666;0;weekend_
18618;2007-11-03 20:29:13.698394;M;11;1.0;11;2.975248;1.239645;s;living_room;living_room;667;0;weekend_
18619;2007-11-03 20:29:14.938039;M;15;1.0;15;1.067784;0.17395300000000002;s;living_room;living_room;667;0;weekend_
18620;2007-11-03 20:29:15.111992;M;16;1.0;16;12.506585000000001;1.9215440000000001;s;kitchen;living_room;667;0;weekend_
18624;2007-11-03 20:29:17.033536;M;15;1.0;15;3.8149450000000003;1.009578;s;living_room;kitchen;668;0;weekend_
18625;2007-11-03 20:29:18.043114;M;17;1.0;17;41.82502;0.947875;s;kitchen;kitchen;668;0;weekend_
18626;2007-11-03 20:29:18.990989;M;18;1.0;18;3.9448920000000003;2.653255;s;kitchen;kitchen;668;0;weekend_
18628;2007-11-03 20:29:21.644244;M;11;1.0;11;6.365638000000001;1.1596730000000002;s;living_room;living_room;669;0;weekend_
18629;2007-11-03 20:29:22.803917;M;15;1.0;15;4.104845;10.421098;s;living_room;living_room;669;0;weekend_
18634;2007-11-03 20:29:33.225015;M;11;1.0;11;2.169392;1.132687;s;living_room;living_room;669;0;weekend_
18635;2007-11-03 20:29:34.357702;M;16;1.0;16;3.156553;0.8508030000000001;s;kitchen;living_room;669;0;weekend_
18636;2007-11-03 20:29:35.208505;M;15;1.0;15;5.7941910000000005;3.1488210000000003;s;living_room;living_room;669;0;weekend_
18639;2007-11-03 20:29:38.357326;M;16;1.0;16;13.986519000000001;6.332118;s;kitchen;living_room;669;0;weekend_
18641;2007-11-03 20:29:44.689444;M;15;1.0;15;1.5385410000000002;2.4662740000000003;s;living_room;living_room;669;0;weekend_
18643;2007-11-03 20:29:47.155718;M;15;1.0;15;2.603345;2.2084070000000002;s;living_room;living_room;669;0;weekend_
18644;2007-11-03 20:29:49.364125;M;18;1.0;18;0.732171;3.248691;s;kitchen;kitchen;670;0;weekend_
18648;2007-11-03 20:29:52.612816;M;16;1.0;16;5.1436720000000005;7.396342000000001;s;kitchen;kitchen;670;0;weekend_
18651;2007-11-03 20:30:00.009158;M;16;1.0;16;15.686003000000001;0.6430410000000001;s;kitchen;kitchen;670;0;weekend_
18652;2007-11-03 20:30:00.652199;M;17;1.0;17;1.382633;0.116012;s;kitchen;kitchen;670;0;weekend_
18653;2007-11-03 20:30:00.768211;M;15;1.0;15;6.488227;5.726291000000001;s;living_room;living_room;671;0;weekend_
18655;2007-11-03 20:30:06.494502;M;9;1.0;9;1.661777;0.24797300000000003;s;living_room;living_room;671;0;weekend_
18656;2007-11-03 20:30:06.742475;M;8;1.0;8;5.098753;1.271816;s;living_room;living_room;671;0;weekend_
18658;2007-11-03 20:30:08.014291;M;7;1.0;7;4.744682;2.409336;s;living_room;living_room;671;0;weekend_
18660;2007-11-03 20:30:10.423627;M;6;1.0;6;2.779239;0.6998070000000001;s;living_room;living_room;671;0;weekend_
18661;2007-11-03 20:30:11.123434;M;15;1.0;15;4.446750000000001;0.359893;s;living_room;living_room;671;0;weekend_
18662;2007-11-03 20:30:11.483327;M;11;1.0;11;1.843498;1.3966040000000002;s;living_room;living_room;671;0;weekend_
18665;2007-11-03 20:30:12.879931;M;8;1.0;8;5.027598;0.200961;s;living_room;living_room;671;0;weekend_
18666;2007-11-03 20:30:13.080892;M;9;1.0;9;3.170135;0.8517440000000001;s;living_room;living_room;671;0;weekend_
18669;2007-11-03 20:30:13.932636;M;7;1.0;7;7.053026;2.1474170000000004;s;living_room;living_room;671;0;weekend_
18672;2007-11-03 20:30:16.080053;M;3;1.0;3;4.782635;0.17097400000000001;s;living_room;living_room;671;0;weekend_
18673;2007-11-03 20:30:16.251027;M;2;1.0;2;1.8034880000000002;0.23991500000000002;s;living_room;living_room;671;0;weekend_
18675;2007-11-03 20:30:16.490942;M;6;1.0;6;1.563573;1.565693;s;living_room;living_room;671;0;weekend_
18679;2007-11-03 20:30:18.056635;M;8;1.0;8;3.4678630000000004;0.21380100000000002;s;living_room;living_room;671;0;weekend_
18680;2007-11-03 20:30:18.270436;M;6;1.0;6;5.0085690000000005;0.148947;s;living_room;living_room;671;0;weekend_
18681;2007-11-03 20:30:18.419383;M;5;1.0;5;7.610532;0.721798;s;living_room;living_room;671;0;weekend_
18682;2007-11-03 20:30:19.141181;M;9;1.0;9;4.290783;0.149956;s;living_room;living_room;671;0;weekend_
18683;2007-11-03 20:30:19.291137;M;17;1.0;17;1.743718;1.397594;s;kitchen;living_room;671;0;weekend_
18684;2007-11-03 20:30:20.688731;M;14;1.0;14;4.333215;1.9874260000000001;s;living_room;living_room;671;0;weekend_
18689;2007-11-03 20:30:22.676157;M;15;1.0;15;4.3827810000000005;0.8807820000000001;s;living_room;living_room;671;0;weekend_
18692;2007-11-03 20:30:23.556939;M;16;1.0;16;4.613759;3.89989;s;kitchen;living_room;671;0;weekend_
18696;2007-11-03 20:30:27.456829;M;5;1.0;5;7.839842000000001;0.347988;s;living_room;living_room;671;0;weekend_
18697;2007-11-03 20:30:27.804817;M;6;1.0;6;1.5265540000000002;0.5158400000000001;s;living_room;living_room;671;0;weekend_
18699;2007-11-03 20:30:28.320657;M;16;1.0;16;1.1456890000000002;0.42387800000000003;s;kitchen;kitchen;672;0;weekend_
18700;2007-11-03 20:30:28.744535;M;17;1.0;17;2.951163;1.671532;s;kitchen;kitchen;672;0;weekend_
18703;2007-11-03 20:30:30.416067;M;16;1.0;16;4.486708;0.13895400000000002;s;kitchen;kitchen;672;0;weekend_
18704;2007-11-03 20:30:30.555021;M;6;1.0;6;2.346328;1.279635;s;living_room;living_room;673;0;weekend_
18706;2007-11-03 20:30:31.834656;M;15;1.0;15;2.751215;0.798775;s;living_room;living_room;673;0;weekend_
18707;2007-11-03 20:30:32.633431;M;14;1.0;14;2.8251850000000003;1.1856550000000001;s;living_room;living_room;673;0;weekend_
18709;2007-11-03 20:30:33.819086;M;17;1.0;17;1.239872;1.9584320000000002;s;kitchen;kitchen;674;0;weekend_
18715;2007-11-03 20:30:35.777518;M;17;1.0;17;2.124406;0.5308630000000001;s;kitchen;kitchen;674;0;weekend_
18716;2007-11-03 20:30:36.308381;M;14;1.0;14;2.097397;0.710033;s;living_room;living_room;675;0;weekend_
18717;2007-11-03 20:30:37.018414;M;8;1.0;8;5.078635;0.033753000000000005;s;living_room;living_room;675;0;weekend_
18718;2007-11-03 20:30:37.052167;M;9;1.0;9;2.785219;2.1473970000000002;s;living_room;living_room;675;0;weekend_
18721;2007-11-03 20:30:39.199564;M;7;1.0;7;2.5492790000000003;3.029148;s;living_room;living_room;675;0;weekend_
18725;2007-11-03 20:30:42.228712;M;10;1.0;10;6.175792;0.8003300000000001;s;living_room;living_room;675;0;weekend_
18726;2007-11-03 20:30:43.029042;M;9;1.0;9;5.239447;0.073451;s;living_room;living_room;675;0;weekend_
18727;2007-11-03 20:30:43.102493;M;6;1.0;6;0.9837750000000001;0.851774;s;living_room;living_room;675;0;weekend_
18728;2007-11-03 20:30:43.954267;M;5;1.0;5;3.118376;2.627068;s;living_room;living_room;675;0;weekend_
18730;2007-11-03 20:30:46.581335;M;17;1.0;17;4.5213790000000005;3.8703960000000004;s;kitchen;living_room;675;0;weekend_
18734;2007-11-03 20:30:50.451731;M;10;1.0;10;2.979448;4.275073;s;living_room;living_room;675;0;weekend_
18737;2007-11-03 20:30:54.726804;M;5;1.0;5;1.4096440000000001;0.939744;s;living_room;living_room;675;0;weekend_
18738;2007-11-03 20:30:55.666548;M;11;1.0;11;1.499595;0.314909;s;living_room;living_room;675;0;weekend_
18739;2007-11-03 20:30:55.981457;M;10;1.0;10;3.35345;1.343666;s;living_room;living_room;675;0;weekend_
18742;2007-11-03 20:30:57.325123;M;5;1.0;5;1.5838180000000002;2.7997180000000004;s;living_room;living_room;675;0;weekend_
18745;2007-11-03 20:31:00.124841;M;5;1.0;5;4.991820000000001;5.37171;s;living_room;living_room;675;0;weekend_
18747;2007-11-03 20:31:05.496551;M;9;1.0;9;1.461583;2.423568;s;living_room;living_room;675;0;weekend_
18749;2007-11-03 20:31:07.920119;M;9;1.0;9;1.562124;2.288182;s;living_room;living_room;675;0;weekend_
18751;2007-11-03 20:31:10.208301;M;9;1.0;9;4.142188;7.379525;s;living_room;living_room;675;0;weekend_
18753;2007-11-03 20:31:17.587826;M;9;1.0;9;4.945629;1.149678;s;living_room;living_room;675;0;weekend_
18754;2007-11-03 20:31:18.737504;M;5;1.0;5;5.9003570000000005;4.772654;s;living_room;living_room;675;0;weekend_
18756;2007-11-03 20:31:23.510158;M;17;1.0;17;2.169398;1.2756450000000001;s;kitchen;living_room;675;0;weekend_
18758;2007-11-03 20:31:24.785803;M;5;1.0;5;4.251448;1.8134880000000002;s;living_room;living_room;675;0;weekend_
18760;2007-11-03 20:31:26.599291;M;11;1.0;11;2.1524110000000003;0.5478580000000001;s;living_room;living_room;675;0;weekend_
18761;2007-11-03 20:31:27.147149;M;6;1.0;6;1.4815800000000001;0.859755;s;living_room;living_room;675;0;weekend_
18762;2007-11-03 20:31:28.006904;M;9;1.0;9;1.8854490000000002;1.067437;s;living_room;living_room;675;0;weekend_
18766;2007-11-03 20:31:29.074341;M;17;1.0;17;7.622188;0.42114700000000005;s;kitchen;living_room;675;0;weekend_
18767;2007-11-03 20:31:29.495488;M;6;1.0;6;3.5750710000000003;0.122994;s;living_room;living_room;675;0;weekend_
18768;2007-11-03 20:31:29.618482;M;5;1.0;5;3.329075;0.633764;s;living_room;living_room;675;0;weekend_
18770;2007-11-03 20:31:30.252246;M;3;1.0;3;26.767367;0.367997;s;living_room;living_room;675;0;weekend_
18771;2007-11-03 20:31:30.620243;M;2;1.0;2;10.935946000000001;1.3596000000000001;s;living_room;living_room;675;0;weekend_
18772;2007-11-03 20:31:31.979843;M;9;1.0;9;6.109948;2.1433910000000003;s;living_room;living_room;675;0;weekend_
18775;2007-11-03 20:31:34.123234;M;6;1.0;6;2.143415;3.182118;s;living_room;living_room;675;0;weekend_
18778;2007-11-03 20:31:37.305352;M;17;1.0;17;3.6140030000000003;4.382801000000001;s;kitchen;living_room;675;0;weekend_
18782;2007-11-03 20:31:41.688153;M;2;1.0;2;1.784485;3.420042;s;living_room;living_room;675;0;weekend_
18784;2007-11-03 20:31:45.108195;M;2;1.0;2;1.629544;2.829209;s;living_room;living_room;675;0;weekend_
18786;2007-11-03 20:31:47.937404;M;6;1.0;6;1.5925680000000002;1.139701;s;living_room;living_room;675;0;weekend_
18787;2007-11-03 20:31:49.077105;M;10;1.0;10;1.009719;2.0154400000000003;s;living_room;living_room;675;0;weekend_
18790;2007-11-03 20:31:51.092545;M;2;1.0;2;1.855712;2.3797420000000002;s;living_room;living_room;675;0;weekend_
18792;2007-11-03 20:31:53.472287;M;6;1.0;6;5.427507;0.9820770000000001;s;living_room;living_room;675;0;weekend_
18793;2007-11-03 20:31:54.454364;M;5;1.0;5;5.848209000000001;0.45705900000000005;s;living_room;living_room;675;0;weekend_
18794;2007-11-03 20:31:54.911423;M;17;1.0;17;3.8503540000000003;5.202198;s;kitchen;kitchen;676;0;weekend_
18798;2007-11-03 20:32:00.113621;M;17;1.0;17;3.9529;1.375613;s;kitchen;kitchen;676;0;weekend_
18800;2007-11-03 20:32:01.489234;M;6;1.0;6;4.474863;0.159977;s;living_room;living_room;677;0;weekend_
18801;2007-11-03 20:32:01.649211;M;5;1.0;5;4.17989;0.815748;s;living_room;living_room;677;0;weekend_
18802;2007-11-03 20:32:02.464959;M;9;1.0;9;1.111698;0.502854;s;living_room;living_room;677;0;weekend_
18803;2007-11-03 20:32:02.967813;M;3;1.0;3;2.640315;0.073756;s;living_room;living_room;677;0;weekend_
18804;2007-11-03 20:32:03.041569;M;2;1.0;2;3.7094460000000002;2.38259;s;living_room;living_room;677;0;weekend_
18807;2007-11-03 20:32:05.424159;M;1;1.0;1;2.571769;0.599147;s;living_room;living_room;677;0;weekend_
18811;2007-11-03 20:32:06.023306;M;23;1.0;23;3.7793180000000004;1.25767;s;hallway_downstairs;hallway_downstairs;678;0;weekend_
18813;2007-11-03 20:32:07.280976;M;22;1.0;22;4.482153;0.721503;s;hallway_downstairs;hallway_downstairs;678;0;weekend_
18815;2007-11-03 20:32:08.002479;M;21;1.0;21;4.0845590000000005;0.008315000000000001;s;hallway_downstairs;hallway_downstairs;678;0;weekend_
18816;2007-11-03 20:32:08.010794;M;7;1.0;7;1.9328;1.307951;s;living_room;living_room;679;0;weekend_
18817;2007-11-03 20:32:09.318745;M;16;1.0;16;10.727713000000001;0.699812;s;kitchen;kitchen;680;0;weekend_
18820;2007-11-03 20:32:10.018557;M;24;1.0;24;3.044702;0.4919;s;hallway_downstairs;hallway_downstairs;681;0;weekend_
18821;2007-11-03 20:32:10.510457;M;25;1.0;25;9.628102;7.5407850000000005;s;hallway_downstairs;hallway_downstairs;681;0;weekend_
18825;2007-11-03 20:32:18.051242;M;26;1.0;26;7.944554;4.381323;s;stairs;stairs;682;0;weekend_
18828;2007-11-03 20:32:22.432565;M;9;1.0;9;7.566156;0.6179530000000001;s;living_room;living_room;683;0;weekend_
18829;2007-11-03 20:32:23.050518;M;17;1.0;17;1.9736840000000002;0.044419;s;kitchen;kitchen;684;0;weekend_
18830;2007-11-03 20:32:23.094937;M;16;1.0;16;4.482412;0.7374580000000001;s;kitchen;kitchen;684;0;weekend_
18831;2007-11-03 20:32:23.832395;M;10;1.0;10;3.355048;0.261933;s;living_room;living_room;685;0;weekend_
18832;2007-11-03 20:32:24.094328;M;15;1.0;15;4.34678;2.0994;s;living_room;living_room;685;0;weekend_
18835;2007-11-03 20:32:26.193728;M;27;1.0;27;5.8344890000000005;2.370363;s;hallway_upstairs;hallway_upstairs;686;0;weekend_
18839;2007-11-03 20:32:28.564091;M;28;1.0;28;4.14791;1.2866330000000001;s;hallway_upstairs;hallway_upstairs;686;0;weekend_
18840;2007-11-03 20:32:29.850724;M;14;1.0;14;2.177493;0.483864;s;living_room;living_room;687;0;weekend_
18842;2007-11-03 20:32:30.334588;M;15;1.0;15;3.793013;0.128169;s;living_room;living_room;687;0;weekend_
18843;2007-11-03 20:32:30.462757;M;29;1.0;29;5.591935;0.7536660000000001;s;hallway_upstairs;hallway_upstairs;688;0;weekend_
18844;2007-11-03 20:32:31.216423;M;16;1.0;16;5.180544;1.29462;s;kitchen;kitchen;689;0;weekend_
18847;2007-11-03 20:32:32.511043;M;30;1.0;30;7.376909;0.828774;s;bedroom_south;bedroom_south;690;0;weekend_
18849;2007-11-03 20:32:33.339817;M;36;1.0;36;4.5947000000000005;0.9097770000000001;s;bedroom_south;bedroom_south;690;0;weekend_
18851;2007-11-03 20:32:34.249594;M;7;1.0;7;1.463565;2.7391900000000002;s;living_room;living_room;691;0;weekend_
