;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
10770;[];0;;2007-11-02 08:26:02.605728;24;c;109.0
10771;[24];24;1.88;2007-11-02 15:43:03.031171;24;s;110.0
10772;[24, 21];21;0.3;2007-11-02 15:43:04.910271;21;s;110.0
10773;[24, 21, 19];19;0.87;2007-11-02 15:43:05.210189;19;s;110.0
10774;[24, 21, 19, 18];18;1.32;2007-11-02 15:43:06.084188;18;s;110.0
10775;[24, 19, 18];0;0.33;2007-11-02 15:43:07.403926;21;c;110.0
10776;[24, 19, 18, 17];17;0.83;2007-11-02 15:43:07.729938;17;s;110.0
10777;[24, 18, 17];0;1.42;2007-11-02 15:43:08.559027;19;c;110.0
10778;[18, 17];0;0.41;2007-11-02 15:43:09.974163;24;c;110.0
10779;[17];0;7.6;2007-11-02 15:43:10.382202;18;c;110.0
10780;[17, 18];18;0.47;2007-11-02 15:43:17.985416;18;s;110.0
10781;[17, 18, 19];19;1.83;2007-11-02 15:43:18.451275;19;s;110.0
10782;[17, 18, 19, 21];21;0.2;2007-11-02 15:43:20.279808;21;s;110.0
10783;[17, 18, 19, 21, 24];24;0.49;2007-11-02 15:43:20.482728;24;s;110.0
10784;[17, 19, 21, 24];0;0.12;2007-11-02 15:43:20.970612;18;c;110.0
10785;[19, 21, 24];0;1.97;2007-11-02 15:43:21.092606;17;c;110.0
10786;[19, 21, 24, 18];18;1.23;2007-11-02 15:43:23.066388;18;s;110.0
10787;[19, 21, 24, 17];0;1.42;2007-11-02 15:43:24.070759;18;c;110.0
10788;[19, 21, 24, 18, 17];17;-0.22;2007-11-02 15:43:24.291702;17;s;110.0
10789;[21, 24, 17];0;0.63;2007-11-02 15:43:25.495373;19;c;110.0
10790;[24, 17];0;1.53;2007-11-02 15:43:26.127198;21;c;110.0
10791;[17];0;1.02;2007-11-02 15:43:27.656772;24;c;110.0
10792;[17, 16];16;1.1;2007-11-02 15:43:28.680483;16;s;110.0
10793;[16];0;0.38;2007-11-02 15:43:29.784183;17;c;110.0
10794;[16, 17];17;0.12;2007-11-02 15:43:30.166071;17;s;110.0
10795;[17];0;12.29;2007-11-02 15:43:30.291047;16;c;110.0
10796;[17, 16];16;1.62;2007-11-02 15:43:42.582713;16;s;110.0
10797;[];0;1.19;2007-11-02 15:43:44.074317;16;c;110.0
10798;[16];0;-0.13;2007-11-02 15:43:44.206281;17;c;110.0
10799;[17, 16];16;5.07;2007-11-02 15:43:45.052051;16;s;110.0
10800;[17];17;-0.21;2007-11-02 15:43:45.261982;17;s;110.0
10801;[17];0;9.88;2007-11-02 15:43:50.124698;16;c;110.0
10802;[17, 17];17;1.68;2007-11-02 15:44:00.005535;17;s;110.0
10803;[];0;2.07;2007-11-02 15:44:01.687177;17;c;110.0
10804;[17];17;2.87;2007-11-02 15:44:03.752609;17;s;110.0
10805;[];0;0.49;2007-11-02 15:44:06.624218;17;c;110.0
10806;[17];17;1.72;2007-11-02 15:44:07.112184;17;s;110.0
10807;[];0;3.38;2007-11-02 15:44:08.833944;17;c;110.0
10808;[17, 16];16;1.93;2007-11-02 15:44:12.066119;16;s;110.0
10809;[17];17;-0.14;2007-11-02 15:44:12.210064;17;s;110.0
10810;[17];0;3.21;2007-11-02 15:44:13.996568;16;c;110.0
10811;[17, 16];16;2.74;2007-11-02 15:44:17.206734;16;s;110.0
10812;[17, 16, 15];15;1.49;2007-11-02 15:44:19.944968;15;s;110.0
10813;[16, 15];0;0.17;2007-11-02 15:44:21.436977;17;c;110.0
10814;[16];0;0.22;2007-11-02 15:44:21.604964;15;c;110.0
10815;[16, 17];17;3.59;2007-11-02 15:44:21.824962;17;s;110.0
10816;[16];0;0.36;2007-11-02 15:44:25.416192;17;c;110.0
10817;[16, 17];17;0.26;2007-11-02 15:44:25.773087;17;s;110.0
10818;[17];0;3.73;2007-11-02 15:44:26.033794;16;c;110.0
10819;[];0;2.47;2007-11-02 15:44:29.758992;17;c;110.0
10820;[17];17;27.2;2007-11-02 15:44:32.230344;17;s;110.0
10821;[];0;0.82;2007-11-02 15:44:59.435123;17;c;110.0
10822;[17];17;3.06;2007-11-02 15:45:00.255124;17;s;110.0
10823;[17, 16];16;2.72;2007-11-02 15:45:03.311423;16;s;110.0
10824;[16];0;0.72;2007-11-02 15:45:06.029651;17;c;110.0
10825;[];0;0.85;2007-11-02 15:45:06.751593;16;c;110.0
10826;[16];16;0.14;2007-11-02 15:45:07.600396;16;s;110.0
10827;[16, 17];17;3.89;2007-11-02 15:45:07.743393;17;s;110.0
10828;[17];0;2.68;2007-11-02 15:45:11.635387;16;c;110.0
10829;[];0;5.39;2007-11-02 15:45:14.311997;17;c;110.0
10830;[17];17;3.33;2007-11-02 15:45:19.705948;17;s;110.0
10831;[17, 16];16;1.79;2007-11-02 15:45:23.036241;16;s;110.0
10832;[16];0;0.49;2007-11-02 15:45:24.827402;17;c;110.0
10833;[];0;3.23;2007-11-02 15:45:25.315446;16;c;110.0
10834;[16];16;0.56;2007-11-02 15:45:28.545747;16;s;110.0
10835;[17];0;0.94;2007-11-02 15:45:29.005917;16;c;110.0
10836;[16, 17];17;-0.1;2007-11-02 15:45:29.107729;17;s;110.0
10837;[17, 16];16;2.29;2007-11-02 15:45:29.947677;16;s;110.0
10838;[17];0;6.94;2007-11-02 15:45:32.241244;16;c;110.0
10839;[];0;10.82;2007-11-02 15:45:39.185338;17;c;110.0
10840;[17];17;10.0;2007-11-02 15:45:50.006743;17;s;110.0
10841;[];0;0.82;2007-11-02 15:46:00.006976;17;c;110.0
10842;[17];17;26.71;2007-11-02 15:46:00.829591;17;s;110.0
10843;[17, 18];18;0.14;2007-11-02 15:46:27.539773;18;s;110.0
10844;[17, 18, 19];19;1.68;2007-11-02 15:46:27.679743;19;s;110.0
10845;[17, 18, 19, 21];21;0.14;2007-11-02 15:46:29.364262;21;s;110.0
10846;[18, 19, 21];0;0.85;2007-11-02 15:46:29.502246;17;c;110.0
10847;[18, 19, 21, 24];24;0.38;2007-11-02 15:46:30.353995;24;s;110.0
10848;[19, 21, 24];0;1.74;2007-11-02 15:46:30.733981;18;c;110.0
10849;[21];0;1.41;2007-11-02 15:46:32.090129;24;c;110.0
10850;[19, 21, 24, 24];24;0.14;2007-11-02 15:46:32.474142;24;s;110.0
10851;[21, 24, 24];0;-0.53;2007-11-02 15:46:32.618156;19;c;110.0
10852;[21, 25];25;0.46;2007-11-02 15:46:33.498242;25;s;110.0
10853;[25];0;4.56;2007-11-02 15:46:33.956281;21;c;110.0
10854;[];0;182.54;2007-11-02 15:46:38.513358;25;c;110.0
10855;[24];24;2.97;2007-11-02 15:49:41.058266;24;s;110.0
10856;[24, 21];21;2.44;2007-11-02 15:49:44.024994;21;s;110.0
10857;[24, 21, 19];19;1.21;2007-11-02 15:49:46.466713;19;s;110.0
10858;[24, 21, 19, 18];18;1.15;2007-11-02 15:49:47.674616;18;s;110.0
10859;[24, 19, 18];0;0.37;2007-11-02 15:49:48.823421;21;c;110.0
10860;[24, 18, 24];0;0.45;2007-11-02 15:49:49.031234;19;c;110.0
10861;[24, 19, 18, 24];24;-0.17;2007-11-02 15:49:49.197325;24;s;110.0
10862;[24, 18, 24, 17];17;0.8;2007-11-02 15:49:49.481267;17;s;110.0
10863;[18, 17];0;0.91;2007-11-02 15:49:50.285078;24;c;110.0
10864;[17];0;2.19;2007-11-02 15:49:51.194832;18;c;110.0
10865;[17, 18, 19];19;2.83;2007-11-02 15:49:53.078413;19;s;110.0
10866;[17, 18];18;-0.3;2007-11-02 15:49:53.380235;18;s;110.0
10867;[18, 19];0;1.59;2007-11-02 15:49:55.906103;17;c;110.0
10868;[18, 19, 17];17;1.52;2007-11-02 15:49:57.500248;17;s;110.0
10869;[18, 17];0;0.97;2007-11-02 15:49:59.022388;19;c;110.0
10870;[17];0;5.22;2007-11-02 15:49:59.991475;18;c;110.0
10871;[];0;0.92;2007-11-02 15:50:05.213692;17;c;110.0
10872;[17];17;3.4;2007-11-02 15:50:06.129438;17;s;110.0
10873;[];0;0.65;2007-11-02 15:50:09.524535;17;c;110.0
10874;[17];17;0.85;2007-11-02 15:50:10.178362;17;s;110.0
10875;[];0;5.8;2007-11-02 15:50:11.028609;17;c;110.0
10876;[17];17;3.41;2007-11-02 15:50:16.832556;17;s;110.0
10877;[];0;4.17;2007-11-02 15:50:20.239652;17;c;110.0
10878;[17];17;1.76;2007-11-02 15:50:24.414523;17;s;110.0
10879;[];0;2.41;2007-11-02 15:50:26.172054;17;c;110.0
10880;[17];17;1.86;2007-11-02 15:50:28.583404;17;s;110.0
10881;[];0;12.57;2007-11-02 15:50:30.438906;17;c;110.0
10882;[17];17;2.12;2007-11-02 15:50:43.008186;17;s;110.0
10883;[];0;5.1;2007-11-02 15:50:45.127078;17;c;110.0
10884;[17];17;2.31;2007-11-02 15:50:50.225226;17;s;110.0
10885;[17];17;1.69;2007-11-02 15:50:52.070061;17;s;110.0
10886;[];0;-0.47;2007-11-02 15:50:52.539614;17;c;110.0
10887;[];0;0.24;2007-11-02 15:50:53.757491;17;c;110.0
10888;[17];17;2.06;2007-11-02 15:50:53.997469;17;s;110.0
10889;[];0;1.81;2007-11-02 15:50:56.054316;17;c;110.0
10890;[17];17;3.05;2007-11-02 15:50:57.863909;17;s;110.0
10891;[];0;2.19;2007-11-02 15:51:00.911092;17;c;110.0
10892;[17];17;2.49;2007-11-02 15:51:03.098983;17;s;110.0
10893;[];0;12.5;2007-11-02 15:51:05.086938;17;c;110.0
10894;[17, 17];17;-0.51;2007-11-02 15:51:05.592972;17;s;110.0
10895;[17];17;1.11;2007-11-02 15:51:17.591255;17;s;110.0
10896;[];0;0.95;2007-11-02 15:51:18.697954;17;c;110.0
10897;[17];17;1.92;2007-11-02 15:51:19.644701;17;s;110.0
10898;[];0;0.47;2007-11-02 15:51:21.564259;17;c;110.0
10899;[17];17;1.98;2007-11-02 15:51:22.030122;17;s;110.0
10900;[];0;0.07;2007-11-02 15:51:24.014583;17;c;110.0
10901;[17];17;2.29;2007-11-02 15:51:24.088135;17;s;110.0
10902;[];0;1.08;2007-11-02 15:51:26.380925;17;c;110.0
10903;[17];17;8.16;2007-11-02 15:51:27.457649;17;s;110.0
10904;[17, 18];18;0.89;2007-11-02 15:51:35.614416;18;s;110.0
10905;[17, 18, 19];19;1.95;2007-11-02 15:51:36.508174;19;s;110.0
10906;[17, 18, 19, 21];21;0.96;2007-11-02 15:51:38.454666;21;s;110.0
10907;[19];0;1.45;2007-11-02 15:51:39.097025;21;c;110.0
10908;[18, 19, 21];0;0.13;2007-11-02 15:51:39.413399;17;c;110.0
10909;[19, 21];0;-0.45;2007-11-02 15:51:39.547373;18;c;110.0
10910;[19, 21];21;0.4;2007-11-02 15:51:40.549077;21;s;110.0
10911;[19, 21, 24];24;1.32;2007-11-02 15:51:40.944978;24;s;110.0
10912;[19, 21, 24, 25];25;0.16;2007-11-02 15:51:42.268631;25;s;110.0
10913;[21, 24, 25];0;1.61;2007-11-02 15:51:42.424595;19;c;110.0
10914;[24, 25];0;2.04;2007-11-02 15:51:44.034144;21;c;110.0
10915;[24];0;1.58;2007-11-02 15:51:46.071644;25;c;110.0
10916;[];0;;2007-11-02 15:51:47.647262;24;c;110.0
10917;[24];24;1.86;2007-11-02 16:04:24.998118;24;s;111.0
10918;[24, 25];25;3.2;2007-11-02 16:04:26.857592;25;s;111.0
10919;[24, 25, 21];21;0.74;2007-11-02 16:04:30.057051;21;s;111.0
10920;[24, 21];0;0.34;2007-11-02 16:04:30.800007;25;c;111.0
10921;[24, 21, 22];22;0.14;2007-11-02 16:04:31.143979;22;s;111.0
10922;[21, 22];0;1.23;2007-11-02 16:04:31.283981;24;c;111.0
10923;[21, 22, 23];23;0.27;2007-11-02 16:04:32.516782;23;s;111.0
10924;[22, 23];0;0.14;2007-11-02 16:04:32.784717;21;c;111.0
10925;[22, 23, 1];1;0.77;2007-11-02 16:04:32.926688;1;s;111.0
10926;[23, 1];0;0.11;2007-11-02 16:04:33.696509;22;c;111.0
10927;[23, 1, 8];8;0.14;2007-11-02 16:04:33.811484;8;s;111.0
10928;[23, 1, 8, 7];7;0.54;2007-11-02 16:04:33.951454;7;s;111.0
10929;[1, 8, 7];0;1.62;2007-11-02 16:04:34.488298;23;c;111.0
10930;[8, 7];0;1.6;2007-11-02 16:04:36.106863;1;c;111.0
10931;[7];0;0.39;2007-11-02 16:04:37.711416;8;c;111.0
10932;[7, 6];6;1.03;2007-11-02 16:04:38.096534;6;s;111.0
10933;[6];0;1.93;2007-11-02 16:04:39.131364;7;c;111.0
10934;[6, 10];10;1.63;2007-11-02 16:04:41.065559;10;s;111.0
10935;[10];0;4.51;2007-11-02 16:04:42.695694;6;c;111.0
10936;[];0;19.23;2007-11-02 16:04:47.209519;10;c;111.0
10937;[10];10;1.74;2007-11-02 16:05:06.442347;10;s;111.0
10938;[10, 10];10;2.16;2007-11-02 16:05:08.177856;10;s;111.0
10939;[];0;0.64;2007-11-02 16:05:10.336288;10;c;111.0
10940;[6];6;1.59;2007-11-02 16:05:10.977112;6;s;111.0
10941;[6, 10];10;0.14;2007-11-02 16:05:12.570673;10;s;111.0
10942;[6, 10, 5];5;0.77;2007-11-02 16:05:12.707651;5;s;111.0
10943;[10, 5];0;0.9;2007-11-02 16:05:13.480432;6;c;111.0
10944;[10];0;1.0;2007-11-02 16:05:14.384193;5;c;111.0
10945;[];0;26.38;2007-11-02 16:05:15.387927;10;c;111.0
10946;[10];10;1.86;2007-11-02 16:05:41.765231;10;s;111.0
10947;[];0;0.62;2007-11-02 16:05:43.628725;10;c;111.0
10948;[10];10;4.64;2007-11-02 16:05:44.244556;10;s;111.0
10949;[];0;13.38;2007-11-02 16:05:48.882259;10;c;111.0
10950;[10];10;1.9;2007-11-02 16:06:02.258319;10;s;111.0
10951;[];0;4.51;2007-11-02 16:06:04.161808;10;c;111.0
10952;[10];10;1.02;2007-11-02 16:06:08.670573;10;s;111.0
10953;[];0;7.73;2007-11-02 16:06:09.694289;10;c;111.0
10954;[10];10;1.02;2007-11-02 16:06:17.420187;10;s;111.0
10955;[];0;0.14;2007-11-02 16:06:18.435904;10;c;111.0
10956;[10];10;1.57;2007-11-02 16:06:18.574881;10;s;111.0
10957;[];0;164.59;2007-11-02 16:06:20.141446;10;c;111.0
10958;[10];10;1.94;2007-11-02 16:09:04.736262;10;s;111.0
10959;[];0;3.49;2007-11-02 16:09:06.672845;10;c;111.0
10960;[10];10;1.04;2007-11-02 16:09:10.159887;10;s;111.0
10961;[];0;136.89;2007-11-02 16:09:11.201964;10;c;111.0
10962;[10];10;1.87;2007-11-02 16:11:28.095361;10;s;111.0
10963;[];0;3.48;2007-11-02 16:11:29.961545;10;c;111.0
10964;[10];10;1.02;2007-11-02 16:11:33.439686;10;s;111.0
10965;[];0;3.17;2007-11-02 16:11:34.455576;10;c;111.0
10966;[10];10;1.68;2007-11-02 16:11:37.622766;10;s;111.0
10967;[];0;221.48;2007-11-02 16:11:39.306292;10;c;111.0
10968;[10];10;1.25;2007-11-02 16:15:20.785277;10;s;111.0
10969;[10, 10];10;1.38;2007-11-02 16:15:22.037884;10;s;111.0
10970;[];0;287.88;2007-11-02 16:15:23.416537;10;c;111.0
10971;[10];10;1.34;2007-11-02 16:20:11.300963;10;s;111.0
10972;[];0;151.19;2007-11-02 16:20:12.639096;10;c;111.0
10973;[10];10;1.0;2007-11-02 16:22:43.827558;10;s;111.0
10974;[];0;28.76;2007-11-02 16:22:44.827293;10;c;111.0
10975;[7];7;1.6;2007-11-02 16:23:13.586091;7;s;111.0
10976;[];0;7.56;2007-11-02 16:23:15.181647;7;c;111.0
10977;[7];7;1.78;2007-11-02 16:23:22.739627;7;s;111.0
10978;[];0;26.62;2007-11-02 16:23:24.519147;7;c;111.0
10979;[10];10;1.79;2007-11-02 16:23:51.143309;10;s;111.0
10980;[];0;62.9;2007-11-02 16:23:52.929824;10;c;111.0
10981;[6];6;1.62;2007-11-02 16:24:55.831728;6;s;111.0
10982;[];0;;2007-11-02 16:24:57.455341;6;c;111.0
10983;[10];10;1.92;2007-11-02 16:32:57.291768;10;s;112.0
10984;[];0;17.88;2007-11-02 16:32:59.213698;10;c;112.0
10985;[10];10;2.44;2007-11-02 16:33:17.094876;10;s;112.0
10986;[];0;297.72;2007-11-02 16:33:19.536329;10;c;112.0
10987;[10];10;2.1;2007-11-02 16:38:17.257296;10;s;112.0
10988;[];0;159.06;2007-11-02 16:38:19.360487;10;c;112.0
10989;[10];10;0.99;2007-11-02 16:40:58.416606;10;s;112.0
10990;[];0;3.62;2007-11-02 16:40:59.403706;10;c;112.0
10991;[10];10;1.82;2007-11-02 16:41:03.023351;10;s;112.0
10992;[];0;121.56;2007-11-02 16:41:04.838856;10;c;112.0
10993;[10];10;0.98;2007-11-02 16:43:06.395031;10;s;112.0
10994;[10];10;2.18;2007-11-02 16:43:07.092158;10;s;112.0
10995;[];0;-0.29;2007-11-02 16:43:07.379749;10;c;112.0
10996;[];0;0.12;2007-11-02 16:43:09.272219;10;c;112.0
10997;[9];9;1.31;2007-11-02 16:43:09.388209;9;s;112.0
10998;[];0;0.49;2007-11-02 16:43:10.697163;9;c;112.0
10999;[9];9;1.93;2007-11-02 16:43:11.182192;9;s;112.0
11000;[];0;45.02;2007-11-02 16:43:13.116365;9;c;112.0
11001;[10];10;1.42;2007-11-02 16:43:58.134891;10;s;112.0
11002;[];0;0.17;2007-11-02 16:43:59.556992;10;c;112.0
11003;[10];10;1.03;2007-11-02 16:43:59.724002;10;s;112.0
11004;[];0;19.67;2007-11-02 16:44:00.751097;10;c;112.0
11005;[7];7;1.58;2007-11-02 16:44:20.416877;7;s;112.0
11006;[];0;84.13;2007-11-02 16:44:21.999029;7;c;112.0
11007;[10];10;2.0;2007-11-02 16:45:46.127263;10;s;112.0
11008;[];0;;2007-11-02 16:45:48.126711;10;c;112.0
11009;[6];6;2.8;2007-11-02 16:54:24.076928;6;s;113.0
11010;[];0;;2007-11-02 16:54:26.872224;6;c;113.0
11011;[10];10;0.99;2007-11-02 17:04:24.789692;10;s;114.0
11012;[];0;0.57;2007-11-02 17:04:25.780697;10;c;114.0
11013;[10];10;2.01;2007-11-02 17:04:26.351627;10;s;114.0
11014;[];0;6.74;2007-11-02 17:04:28.359043;10;c;114.0
11015;[10];10;1.88;2007-11-02 17:04:35.094568;10;s;114.0
11016;[];0;0.3;2007-11-02 17:04:36.973443;10;c;114.0
11017;[6];6;1.7;2007-11-02 17:04:37.277363;6;s;114.0
11018;[];0;0.41;2007-11-02 17:04:38.980901;6;c;114.0
11019;[10];10;1.57;2007-11-02 17:04:39.389779;10;s;114.0
11020;[];0;8.96;2007-11-02 17:04:40.964363;10;c;114.0
11021;[9];9;0.83;2007-11-02 17:04:49.920532;9;s;114.0
11022;[9, 10];10;0.7;2007-11-02 17:04:50.750323;10;s;114.0
11023;[10];0;0.78;2007-11-02 17:04:51.454146;9;c;114.0
11024;[10, 6];6;1.45;2007-11-02 17:04:52.235925;6;s;114.0
11025;[10];0;0.12;2007-11-02 17:04:53.685526;6;c;114.0
11026;[];0;0.54;2007-11-02 17:04:53.804496;10;c;114.0
11027;[6];6;0.69;2007-11-02 17:04:54.349348;6;s;114.0
11028;[];0;1.14;2007-11-02 17:04:55.037105;6;c;114.0
11029;[6, 5];5;1.52;2007-11-02 17:04:56.026881;5;s;114.0
11030;[6];6;-0.15;2007-11-02 17:04:56.174868;6;s;114.0
11031;[6, 5, 10];10;0.66;2007-11-02 17:04:57.546503;10;s;114.0
11032;[6, 10];0;0.12;2007-11-02 17:04:58.202274;5;c;114.0
11033;[6, 10, 9];9;0.28;2007-11-02 17:04:58.327256;9;s;114.0
11034;[10, 9];0;1.66;2007-11-02 17:04:58.610165;6;c;114.0
11035;[10];0;1.21;2007-11-02 17:05:00.273715;9;c;114.0
11036;[10, 9];9;0.59;2007-11-02 17:05:01.485381;9;s;114.0
11037;[9];0;1.31;2007-11-02 17:05:02.072504;10;c;114.0
11038;[];0;0.73;2007-11-02 17:05:03.378855;9;c;114.0
11039;[6];6;0.12;2007-11-02 17:05:04.112654;6;s;114.0
11040;[6, 10];10;1.45;2007-11-02 17:05:04.237618;10;s;114.0
11041;[10];0;0.57;2007-11-02 17:05:05.686211;6;c;114.0
11042;[10, 9];9;1.69;2007-11-02 17:05:06.260056;9;s;114.0
11043;[9];0;0.09;2007-11-02 17:05:07.953589;10;c;114.0
11044;[];0;24.54;2007-11-02 17:05:08.041946;9;c;114.0
11045;[5];5;1.63;2007-11-02 17:05:32.583122;5;s;114.0
11046;[];0;21.42;2007-11-02 17:05:34.212067;5;c;114.0
11047;[6];6;1.02;2007-11-02 17:05:55.630203;6;s;114.0
11048;[];0;;2007-11-02 17:05:56.649147;6;c;114.0
11049;[10];10;1.55;2007-11-02 17:11:11.412501;10;s;115.0
11050;[];0;;2007-11-02 17:11:12.964655;10;c;115.0
11051;[9];9;1.64;2007-11-02 17:22:30.599816;9;s;116.0
11052;[];0;263.04;2007-11-02 17:22:32.237006;9;c;116.0
11053;[10];10;2.61;2007-11-02 17:26:55.277157;10;s;116.0
11054;[];0;16.4;2007-11-02 17:26:57.882457;10;c;116.0
11055;[9];9;1.75;2007-11-02 17:27:14.281091;9;s;116.0
11056;[];0;;2007-11-02 17:27:16.031792;9;c;116.0
11057;[6];6;3.13;2007-11-02 17:33:44.241916;6;s;117.0
11058;[];0;;2007-11-02 17:33:47.374424;6;c;117.0
11059;[10];10;1.63;2007-11-02 17:41:57.658504;10;s;118.0
11060;[];0;157.32;2007-11-02 17:41:59.288309;10;c;118.0
11061;[6];6;1.95;2007-11-02 17:44:36.610064;6;s;118.0
11062;[];0;3.84;2007-11-02 17:44:38.555528;6;c;118.0
11063;[5];5;0.6;2007-11-02 17:44:42.400474;5;s;118.0
11064;[];0;1.22;2007-11-02 17:44:43.004002;5;c;118.0
11065;[11, 10, 9];9;1.68;2007-11-02 17:44:44.024037;9;s;118.0
11066;[11];11;0.0;2007-11-02 17:44:44.221994;11;s;118.0
11067;[11, 10];10;-0.2;2007-11-02 17:44:44.221994;10;s;118.0
11068;[11, 9];0;0.15;2007-11-02 17:44:45.703563;10;c;118.0
11069;[11];0;1.39;2007-11-02 17:44:45.853506;9;c;118.0
11070;[11, 10];10;0.12;2007-11-02 17:44:47.240139;10;s;118.0
11071;[10];0;3.3;2007-11-02 17:44:47.363123;11;c;118.0
11072;[];0;0.48;2007-11-02 17:44:50.658227;10;c;118.0
11073;[10];10;1.79;2007-11-02 17:44:51.134086;10;s;118.0
11074;[];0;70.45;2007-11-02 17:44:52.921595;10;c;118.0
11075;[10];10;1.59;2007-11-02 17:46:03.367421;10;s;118.0
11076;[10, 9];9;0.42;2007-11-02 17:46:04.953313;9;s;118.0
11077;[9];0;0.56;2007-11-02 17:46:05.376884;10;c;118.0
11078;[9, 10];10;0.07;2007-11-02 17:46:05.936737;10;s;118.0
11079;[10];0;0.94;2007-11-02 17:46:06.004666;9;c;118.0
11080;[];0;0.51;2007-11-02 17:46:06.946463;10;c;118.0
11081;[10];10;1.4;2007-11-02 17:46:07.452328;10;s;118.0
11082;[10, 9];9;0.24;2007-11-02 17:46:08.855937;9;s;118.0
11083;[10, 9, 10];10;1.7;2007-11-02 17:46:09.093877;10;s;118.0
11084;[10, 10];0;0.0;2007-11-02 17:46:10.793436;9;c;118.0
11085;[];0;5.86;2007-11-02 17:46:10.793436;10;c;118.0
11086;[10];10;1.03;2007-11-02 17:46:16.654718;10;s;118.0
11087;[];0;0.14;2007-11-02 17:46:17.685814;10;c;118.0
11088;[6];6;0.14;2007-11-02 17:46:17.828836;6;s;118.0
11089;[6, 9];9;1.2;2007-11-02 17:46:17.965896;9;s;118.0
11090;[9, 9];9;0.61;2007-11-02 17:46:19.052699;9;s;118.0
11091;[9];0;-0.12;2007-11-02 17:46:19.169962;6;c;118.0
11092;[9, 9, 10];10;1.6;2007-11-02 17:46:19.666037;10;s;118.0
11093;[9, 9];0;0.14;2007-11-02 17:46:21.265088;10;c;118.0
11094;[];0;;2007-11-02 17:46:21.407078;9;c;118.0
11095;[10];10;1.34;2007-11-02 18:09:51.499115;10;s;119.0
11096;[];0;;2007-11-02 18:09:52.842744;10;c;119.0
11097;[10];10;3.53;2007-11-02 18:20:28.040568;10;s;120.0
11098;[];0;149.96;2007-11-02 18:20:31.574223;10;c;120.0
11099;[10];10;2.87;2007-11-02 18:23:01.538034;10;s;120.0
11100;[];0;0.12;2007-11-02 18:23:04.404227;10;c;120.0
11101;[10];10;1.53;2007-11-02 18:23:04.526216;10;s;120.0
11102;[];0;;2007-11-02 18:23:06.059788;10;c;120.0
11103;[6];6;1.23;2007-11-02 18:44:19.990277;6;s;121.0
11104;[6, 5];5;0.33;2007-11-02 18:44:21.215901;5;s;121.0
11105;[6, 5, 10];10;1.49;2007-11-02 18:44:21.541811;10;s;121.0
11106;[5, 10];0;0.7;2007-11-02 18:44:23.029396;6;c;121.0
11107;[10];0;4.67;2007-11-02 18:44:23.731198;5;c;121.0
11108;[];0;3.68;2007-11-02 18:44:28.397325;10;c;121.0
11109;[10];10;1.71;2007-11-02 18:44:32.076329;10;s;121.0
11110;[];0;134.07;2007-11-02 18:44:33.787087;10;c;121.0
11111;[10];10;1.61;2007-11-02 18:46:47.855687;10;s;121.0
11112;[];0;0.17;2007-11-02 18:46:49.463401;10;c;121.0
11113;[10];10;2.4;2007-11-02 18:46:49.637356;10;s;121.0
11114;[];0;195.9;2007-11-02 18:46:52.038686;10;c;121.0
11115;[10];10;3.35;2007-11-02 18:50:07.937847;10;s;121.0
11116;[];0;27.15;2007-11-02 18:50:11.283034;10;c;121.0
11117;[10];10;2.1;2007-11-02 18:50:38.432571;10;s;121.0
11118;[];0;296.47;2007-11-02 18:50:40.533991;10;c;121.0
11119;[10];10;3.17;2007-11-02 18:55:36.999435;10;s;121.0
11120;[];0;125.06;2007-11-02 18:55:40.173783;10;c;121.0
11121;[10];10;2.14;2007-11-02 18:57:45.235636;10;s;121.0
11122;[];0;115.63;2007-11-02 18:57:47.378046;10;c;121.0
11123;[10];10;6.26;2007-11-02 18:59:43.006136;10;s;121.0
11124;[];0;1.79;2007-11-02 18:59:49.271022;10;c;121.0
11125;[10];10;3.92;2007-11-02 18:59:51.061537;10;s;121.0
11126;[10, 9];9;2.14;2007-11-02 18:59:54.980001;9;s;121.0
11127;[10];0;2.54;2007-11-02 18:59:57.124175;9;c;121.0
11128;[];0;42.01;2007-11-02 18:59:59.659413;10;c;121.0
11129;[10];10;3.31;2007-11-02 19:00:41.673147;10;s;121.0
11130;[10, 6];6;1.48;2007-11-02 19:00:44.980212;6;s;121.0
11131;[10];0;1.02;2007-11-02 19:00:46.457782;6;c;121.0
11132;[];0;78.94;2007-11-02 19:00:47.473497;10;c;121.0
11133;[10];10;2.63;2007-11-02 19:02:06.414195;10;s;121.0
11134;[];0;5.45;2007-11-02 19:02:09.047495;10;c;121.0
11135;[10];10;3.86;2007-11-02 19:02:14.500809;10;s;121.0
11136;[];0;99.5;2007-11-02 19:02:18.356435;10;c;121.0
11137;[10];10;0.25;2007-11-02 19:03:57.854814;10;s;121.0
11138;[10, 6];6;1.66;2007-11-02 19:03:58.108741;6;s;121.0
11139;[6];0;0.47;2007-11-02 19:03:59.770266;10;c;121.0
11140;[6, 10];10;2.17;2007-11-02 19:04:00.236127;10;s;121.0
11141;[6, 10, 7];7;0.15;2007-11-02 19:04:02.407522;7;s;121.0
11142;[6, 7];0;1.08;2007-11-02 19:04:02.555497;10;c;121.0
11143;[6, 7, 8];8;0.23;2007-11-02 19:04:03.635169;8;s;121.0
11144;[6, 7, 8, 9];9;1.33;2007-11-02 19:04:03.861094;9;s;121.0
